,Tweets
585,PDM کا حمایتی میڈیا کتنی خوشی سی الیکشن ملتوی ہونے کی خبر دے رہا ہے۔ اب اس میں انہیں عدلیہ کی توہین اور کوئی آئین شکنی دکھائی نہیں دے رہی۔
586,"پی ٹی آئی راہنما منصف خان کی گاڑی پر ایبٹ آباد میں فائرنگ، 8 افراد جاں بحق ہونے کی تصدیق ہو گئی

یہ کس نے خوں کی ہولی کھیلی ہے؟"
587,زیادہ نہیں بتا سکتا، بس اتنا سن لیں کہ آج تو حد ہی ہو رہی ہے۔ بس اتنا سمجھ لیں کہ آج مارنا بھی ہے اور دکھانے بھی نہیں دینا۔ اتنا کنٹرول تو مشرف کے زمانے میں بھی نہیں تھا۔اُن پیشانیوں کو سلام کرتا ہوں جو آج جمہوریت، انسانی، سیاسی، آئینی اور بنیادی حقوق کیلئے کچھ نہ کچھ بول رہی ہیں
588,صدیق جان کی گرفتاری سپریم کورٹ نے FIR کی کاپی مانگ لی۔
589,عدالت جا رہا ہوں لیکن پھر بھی مجھے گرفتار کرنے کی پوری تیاری ہے: عمران خان کا دوران سفر وڈیو پیغام
590,عمران خان صرف بول پر
591,شرم کرو اور کتنے گرو گے  پاکستانی میڈیا  پر بیٹھے یہ دلال بھی پاکستان کی اس حالت کے ہمیشہ زمہ دار ہیں ان کا بھی وقت قریب ہے۔ 70 سالوں سے یہی کھیل جاری ہے ہے انشاءاللہ اب ختم ہو کر رہے گا۔
592,سپریم کورٹ کا فیصلہ نہ ماننے پر الیکشن کمیشن آف پاکستان کے خلاف کیا کاروائی ہوگی؟
593,عوامی رائے کو تبدیل کرنے کی کوشش کی گئی: لفافے چھوڑے گئے۔۔ لفافے بری طرح ناکام اور ایکسپوز ہو گئے۔۔ ایک ریورس گیئر لگوایا جا رہا ہے لفافوں کا۔۔ زرا عامی جذبات کی ترجمانی کرو۔۔ پھر آہستہ آہستہ عمران خان کے خلاف زہر اگلو۔۔ slow poisoning  والی strategy  پر عمل کرو۔ 
594,جوڈیشل کمپلیکس کے باہر صدیق جان کے ساتھ موجود تھا۔ عدالت میں بیان حلفی دیا ہے کہ کمپلیکس کے باہر جلاؤ گھیراؤ میں صدیق جان کا کوئی تعلق نہیں۔
595,اس ویڈیو کو ضرور سنئیے کافی کچھ سمجھ آجائے گا ۔
596,"سوال: عمران ریاض آپ غدار نہیں تھے، آپ پولیس والوں کے ساتھ سیلفیز بنا رہے ہیں؟

جواب: ایک منٹ رک جاؤ، پاکستان ۔ ۔ ۔ زندہ باد ۔ ۔ ۔ یہ سب غدار ہیں۔

ایف سی کے نوجوانوں کی صحافی عمران ریاض خان سے محبت!

#PakistanZindabad"
597,کیونکہ انہیں الیکشن نہیں جنگ پسند ہے۔
598,"I condemn arrest of 
@SdqJaan
 
Learn to TOLERATE DISSENT #ReleaseSiddiqueJan"
599,کنجروں کو کھلی چھوٹ ہے سر جی-
600,"نو اپریل کی رات ان صاحب کا پورا دفتر اور ان کےبارگروپ لیڈر احسن بھون صاحب کو رات بارہ بجے سپریم کورٹ سے نکلتے ہوئے میں میں نے خود دیکھا تھااس کے علاوہ حمزہ شھباز کو اتوار کو ضمانت دلوانا اور گرفتاری سے دس دن پہلے نوٹس دیناجیسے حکموں میں بھی انکا کردار تھا، 
اس لیے سر آج صرف سیاسی… Show more"
601,جسٹس سید منصور علی شاہ اور جسٹس جمال مندوخیل کے اختلافی نوٹ کی کوئی قانونی حیثیت نہی! پانچ ممبر بینچ کے مورخہ یکم مارچ کے فیصلے ہر عمدرآمد ہو چکا ہے اور الیکشن کی دی گئی معیاد آگے نہی بڑھ سکتی!!!
602,عدالت کے باہر جب پولیس عمران کے جانثاروں سے مار کھانے کے بعد جوڈیشنل کمپلکس میں جان بچانے بھاگ رہے تھے مجھ سے پنجاب پولیس اور ایف سی اہلکاروں نے کہا کہ زمان پارک پر حملہ کرو گے تو پھر یہ سب ہو گا
603,پولیس بنا کسی خاتون اہلکار زمان پارک میں داخل۔۔
604,کچھ عینی شاہدین کے مطابق جوڈیشل کمپلیکس اور ارد گرد سادہ کپڑوں میں نامعلوم افراد کو پہنچایا گیا تھا جنہوں نے گاڑیوں اور املاک کو نقصان پہنچایا تاکہ سیاسی جماعت کو دہشت گرد ثابت کیا جا سکے۔
605,صدیق جان ایک صحافی عوام کی آواز ۔۔۔۔۔ لیکن سرکار اسے دہشتگردوں کی طرح لا رہی ہے
606,"Please read IHC order for yourself and don’t fall for PTI propaganda:

1. Trial court issued non-bailable arrest warrant

2. The warrant was lawful and it was incumbent on police to ensure IK’s presence before court 

3. IK’s defiance of lawful orders contrary to the rule of law"
607,یہ اب سیدھا سیدھا آئین شکنی اور عدلیہ کی توہین کا مسئلہ ہے۔
608,"یہ نامعلوم افراد آسمان سے نہیں اُترے۔ آئیے ان کی شناختی پریڈ کرائیں۔

یہ ہمارے آس پاس ہی رہتے ہیں۔کوئی کسی کا پڑوسی ہوگا، محلے دار ہوگا، دوست ہوگا، کزن ہوگا۔ان کی شناخت کریں۔کوئی کسی کو بھی جانتا ہے تو کمنٹس میں نام لے ان کا پول کھولیں نام آنے کے بعد باقی کام سوشل میڈیا کرلےگا۔"
609,پشتون دہشت گرد نہیں ہیں۔ عامر میر کو شرم آنی چاہیئے
610,رجیم چینج آپریشن کے وقت حلال مزاحمت
611,تمام صحافیوں کو یکجا ہو کر حکومتی پریس کانفرنس کور کرنے پر پابندی لگا دینی چاہئے ، کوئی صحافی ان کی پریس کانفرنس نہ دیکھائے جب تک یہ لوگ صحافیوں پر پرچے، تشدد اور جبری ظلم بند نہیں کرتے ، ورنہ صدیق جان کی طرح سب کی باری آئے گی شاید کچھ کی اب آئے اور کچھ کی بعد میں...
612,"حالیہ زمان پارک میں جاری آپریشن کے خلاف توہین عدالت اور آئینی درخواستیں دائر کی جاری رہی ہیں! 
@ImranKhanPTI
 @fawadchaudhry
 @PTIofficial
 @PTIOfficialLHR"
613,حکومت پیٹرول مہنگا کرتے وقت 5 منٹ لگاتی ہے اب عالمی منڈی میں پیٹرول کی قیمت میں ریکارڈ کمی کے باوجود صرف چھوٹی سواریوں کے لیے 50 روپے سستا کرنے کا اعلان اور وہ بھی 6 ہفتے بعد۔
614,اب پتہ چلا کے جب سے اس دہشت گرد عمران کو زبردستی سیاست میں گھسیڑا گیا، تب سے ملک فتنہ اور انتشار کا شکار کیوں ہے؟ لانے والے بھی اپنے بدترین انجام کو پہنچے، اس کی سیاست بھی رسوائی کے ساتھ اپنے اختتام کی جانب لڑھک رہی ہے۔
615,"لندن سے آواز آ رہی ہے
“جو وعدہ کیا وہ نبھانا پڑے گا”"
616,عمران خان کی پیشی کے موقع پر اسلام آباد میں پولیس تشدد کا شکار ایک خاتون... کیا یہ حکومت شرم سے بالکل عاری ہو چکی ہے؟
617,کارکنوں شعور دینا ہے یا بریانی
618,یہ ہے اصلی ببر شیر جس سے بڑے بڑے طاقتور لوگ فوفزدہ ہیں
619,عمران خان کے گھر سے جو سامان برامد کرنا تھا وہ پولیس یا نا معلوم افراد ساتھ لائے ہیں۔۔
620,"Wishing Happy #PakistanDay to all the Pakistanis around the world. May our country grow, prosper and thrive in peace & harmony consistent with the vision of our founding fathers."
621,اندازہ کیجیئے کیسے تحفے مسلط کیے گئے ہیں۔
622,میاں صاحب کو بتایا جائے کہ وعدے قرآن و حدیث نہیں ہوتے۔۔۔
623,تحقیقات کا مطالبہ   فیصد جائز ہے۔
624,گوجرانوالہ پولیس کے دستے فیصل آباد ایڈریس والا وارنٹ لے کر اسلام آباد میں وزیر کے گھر پہنچ گئے۔ مقامی پولیس مدد کو حاضر ، وارنٹ لینن موجوداینٹی رائٹ فورس موجود رینبجرز تیار ہیلی کاپٹر کے فضا میں چکر۔ آنسو گیس کے ہزاروں گولے فراہم ۔
625,I can’t believe she has said so.
626,"زمان پارک رہائش میں اس طرح کی شیل نما چیزیں داغی گئیں جس میں سے سفید رنگ کا کوئی پاؤڈر نکلا اور 12 گھنٹے گزرنے کے باوجود اس کے قریب سانس لینے والوں پر شدید کیمیکل ری ایکشن ہو رہا ہے

اس کی شدت آنسو گیس سے کئی گنا زیادہ ہے"
627,"10KG
مفت آٹے کی مہربانی نے قوم کی ماؤں بہنوں کو مزاق بنا دیا ہے"
628,"سچ کہوں تو گرفتاری کے اس قدر شدید خوف میں مبتلا شخص پاکستانی قوم نے پہلی مرتبہ دیکھا ہے۔ شرم آتی ہے کہ یہ بزدل کبھی اپنے آپ کو سیاسی رہنما کہتا تھا۔ اب تو وہ لبادہ بھی اتر گیا۔

#دہشت_گرد_فتنہ_گرفتار_کرو"
629,اگر مفتاح اسماعیل نے یہ کہا ہے تو فوج کو اسکی وضاحت دینی چاہیئے مفتاح اسماعیل جنرل باجوہ کے قریبی دوست اور رجیم چینج کے بعد بننے والی حکومت کے اہم ترین وزیر رہے ہیں۔
630,PTI کو تُن کر رکھنے کی پالیسی چل رہی ہے اور PDM کو تَن مَن دَھن سے بچانے کی۔ PMLN کے رہنما امیر مقام کیخلاف بھی نیب نے کیس بند کر دیا ہے۔ ایک کیلئے پھندا تیار اور دوسروں کیلئے پھولوں کی سیج۔پھر آپ یہ بھی چاہتے ہیں کہ ہم سب گونگے ہو جائیں،اس پر کوئی زندہ اور آزاد ضمیر کیسے چُپ رہے
631,صرف ایک سال۔۔۔
632,دہشت گردی پولیس نے کی یا نہتے پاکستانیوں نے؟
633,الیکشن کمیشن کا عدالت میں مؤقف رہا کہ وہ الیکشن کی تاریخ خود نہیں دے سکتے تو پھر اب 8 اکتوبر کی تاریخ انہیں کس نے دی؟
634,"کربلا کے میدان میں یزید نے یہی کچھ کیا تھا جو آج یہ پی ڈی ایم حکومت کررہی ہے ،
زخمی کو تو بخش دو ،
ریاست کا نام اسلامی جمہوریہ پاکستان ہے ،
اس نام کا ہی تھوڑا سا حیا کر لو ،
تھوڑا سا تو اس اسلامی ریاست کا بھرم رہنے دو "
635,معافی کے لئے ادراک اور پھر ظرف درکار ہوتا ھے قبلہ۔۔! twitter.com/Matiullahjan91…
636,Police shares footage and record of destruction and vicious attacks/injuries  Imran Khan’s mob caused yesterday.
637,"پولیس والے کہہ رہے ہیں ہمیں اوپرسے آڈر ہیں ہم کیا کریں.

شاہ محمود قریشی

کون ہے یہ اوپر بیٹھا جو سب آڈرز سے رہا؟"
638,یاد رکھیں سیاست سے کوئی eliminate نہیں ہوتا۔ عمران خان کی عدالتی معاونت کروں گا۔ اعتزاز احسن زمان پارک پہنچ گئے۔ ایسے سیاست دانوں کی پاکستان کو ضرورت ہے، جو اصول پر کھڑے ہوتے ہیں۔
639,"پاکستان میں صحافتی تنظیموں کو خود آگے بڑھ کر ایسے تمام نام نہاد صحافیوں سے لاتعلقی اختیار کرنا چاہیے جو صحافتی ذمہ داریاں انجام دینے کی بجائے کسی بھی سیاسی جماعت کے ترجمان بنے ہوئے ہیں۔
کسی سیاسی جماعت کی ترجمانی کوئی غلط بات نہیں، تاہم اسے  صحافت کا نام دینا بدترین بددیانتی ہے۔"
640,ضلِ شاہ کا سیاسی شعور چیک کریں
641,تمام صحافی برادری کو چاہیئے حکومتی وزرا کی پریس کانفرنسز کا بائیکاٹ کریں۔ پی ڈی ایم کو اپنے پروگرامز میں بھی نہ بلائیں ان کا ٹی وی پر بلیک آؤٹ کریں #ReleaseSiddiquejan
642,آپ نے سینکڑوں لاشیں بوریوں میں بند کیں۔ انسانی جسموں کو استریوں سے داغا، کیلیں ٹھونکیں، اربوں روپے کا بھتہ اکٹھا کرکے منی لانڈر کیا۔ پورے شہر کو دہائیوں تک خوف میں رکھا اور کیا کرنا چاہتے ہیں؟ مگر انسانی حقوق کی جو خلاف ورزیاں آپکے خلاف ہوئیں وہ بھی اتنی ہی قابل مذمت ہیں جتنی اب
643,"الیکشن ملتوی کیوں ہوئے؟ حبیب اکرم نے ""کُھرا"" ڈھونڈلیا۔۔ کیا الیکشن ملتوی ہونیکی وجہ ن لیگ کے مضبوط اور مریم نواز کے حلقوں میں تحریک انصاف کی برتری ہے؟حبیب اکرم نے لاہور،قصور اور گوجرانوالہ میں کیا دیکھا؟ سنئے
@habibakram_"
